time	V(probe_1)	V(probe_2)	V(probe_3)
5.044968112568213e-08	8.320027e-04	4.609705e-02	-3.275166e-04
5.046991563801566e-08	9.017597e-04	5.056046e-02	-1.631518e-04
5.050000000000000e-08	9.750838e-04	5.721752e-02	7.096938e-05
5.050300843619844e-08	9.796373e-04	5.789750e-02	9.013713e-05
5.050902530859531e-08	9.884431e-04	5.927325e-02	1.261940e-04
5.052105905338904e-08	9.985894e-04	6.210954e-02	1.915028e-04
5.054512654297652e-08	9.779583e-04	6.801607e-02	3.240567e-04
5.057298282525959e-08	8.862012e-04	7.497949e-02	5.288485e-04
5.060424441019116e-08	7.263428e-04	8.246693e-02	8.622045e-04
5.063799991754707e-08	5.435651e-04	8.978410e-02	1.305162e-03
5.066400717937133e-08	4.412302e-04	9.493281e-02	1.638112e-03
5.069524266959101e-08	4.191431e-04	1.010329e-01	1.978467e-03
5.072889742565051e-08	5.030378e-04	1.078086e-01	2.301144e-03
5.076634195328727e-08	6.336544e-04	1.151458e-01	2.598491e-03
5.080648138399121e-08	7.527590e-04	1.219558e-01	2.706026e-03
5.086329078467438e-08	8.865940e-04	1.296063e-01	2.461343e-03
5.091124092751260e-08	9.099793e-04	1.345166e-01	2.078147e-03
5.095794555962794e-08	7.949585e-04	1.381674e-01	1.705895e-03
5.098744208664687e-08	6.817932e-04	1.401256e-01	1.491402e-03
5.102315041201279e-08	5.759243e-04	1.423681e-01	1.233191e-03
5.104683939604200e-08	5.366788e-04	1.437329e-01	1.086139e-03
5.108095914080265e-08	4.808467e-04	1.452550e-01	9.288804e-04
5.111186042215416e-08	4.039257e-04	1.461231e-01	7.953210e-04
5.114130627626499e-08	3.322880e-04	1.466175e-01	6.388350e-04
5.117258702067911e-08	2.861580e-04	1.470859e-01	4.647564e-04
5.120196656456736e-08	2.503947e-04	1.475759e-01	3.574962e-04
5.123589088314501e-08	1.872014e-04	1.481264e-01	3.128986e-04
5.126734821463679e-08	1.267733e-04	1.485581e-01	2.862054e-04
5.130176197871370e-08	9.831855e-05	1.489571e-01	2.251140e-04
5.133131419046411e-08	1.037287e-04	1.492209e-01	1.655292e-04
5.136584002219819e-08	1.028785e-04	1.493721e-01	1.268744e-04
5.139235271961540e-08	7.705100e-05	1.493680e-01	1.139003e-04
5.142177815219948e-08	4.120761e-05	1.493388e-01	8.799697e-05
5.144959876654743e-08	2.776696e-05	1.493982e-01	4.697233e-05
5.146541914360314e-08	3.278052e-05	1.494920e-01	2.752002e-05
5.148059717585345e-08	3.964613e-05	1.496080e-01	2.416993e-05
5.149797963216957e-08	3.963192e-05	1.497275e-01	3.757816e-05
5.151008448175497e-08	3.280079e-05	1.497863e-01	5.300235e-05
5.152330994534215e-08	2.089708e-05	1.498203e-01	6.753501e-05
5.153966640379077e-08	8.129869e-06	1.498362e-01	7.259251e-05
5.155716773363232e-08	4.290208e-06	1.498423e-01	6.041092e-05
5.158234279262643e-08	1.337897e-05	1.498511e-01	3.224585e-05
5.162230540941845e-08	2.629416e-05	1.498532e-01	8.717650e-06
5.165855256447762e-08	1.667690e-05	1.498359e-01	1.284546e-05
5.169874886262494e-08	-9.455583e-06	1.498216e-01	2.141226e-05
5.170903942071692e-08	-1.310918e-05	1.498318e-01	1.806696e-05
5.171724146730397e-08	-1.172079e-05	1.498526e-01	1.171407e-05
5.172531276479020e-08	-7.557686e-06	1.498802e-01	5.423498e-06
5.173711137735212e-08	6.218825e-07	1.499254e-01	-8.650545e-07
5.175159871974329e-08	1.039533e-05	1.499787e-01	-2.854817e-06
5.176041845067496e-08	1.466486e-05	1.500053e-01	-2.165793e-07
5.176756597325233e-08	1.607834e-05	1.500197e-01	4.425531e-06
5.177561953580371e-08	1.545651e-05	1.500276e-01	1.103118e-05
5.178329850966262e-08	1.294165e-05	1.500268e-01	1.727305e-05
5.179578162963942e-08	6.750316e-06	1.500129e-01	2.474045e-05
5.180922974032553e-08	5.833699e-07	1.499901e-01	2.634840e-05
5.182874551711372e-08	-2.954346e-06	1.499594e-01	1.748800e-05
5.185129940680764e-08	1.224242e-06	1.499408e-01	3.098667e-07
5.186923541087057e-08	7.815745e-06	1.499408e-01	-1.004012e-05
5.188861661427572e-08	1.173835e-05	1.499475e-01	-1.065753e-05
5.190894851846481e-08	8.323468e-06	1.499521e-01	-3.116862e-06
5.194961232684300e-08	-6.610627e-06	1.499592e-01	1.153277e-05
5.196541719893606e-08	-9.917754e-06	1.499677e-01	1.129865e-05
5.197718754152412e-08	-8.369659e-06	1.499807e-01	6.803730e-06
5.199251138930956e-08	-2.512289e-06	1.500021e-01	3.589347e-07
5.200915375521700e-08	4.904426e-06	1.500235e-01	-3.732414e-06
5.201900641049797e-08	8.245897e-06	1.500315e-01	-3.451387e-06
5.202928805216392e-08	9.570260e-06	1.500328e-01	-6.436226e-07
5.204029533557611e-08	8.485608e-06	1.500265e-01	3.544061e-06
5.205410132214510e-08	4.698993e-06	1.500109e-01	8.041271e-06
5.206978433978702e-08	-2.133491e-08	1.499904e-01	9.340619e-06
5.209081450192531e-08	-3.904996e-06	1.499683e-01	4.915160e-06
5.210191604301945e-08	-3.709207e-06	1.499629e-01	3.100866e-07
5.211290899481235e-08	-1.557332e-06	1.499643e-01	-4.715720e-06
5.212404209941026e-08	1.311982e-06	1.499700e-01	-8.206433e-06
5.213716231049849e-08	4.134510e-06	1.499791e-01	-9.180622e-06
5.215010118903540e-08	5.130950e-06	1.499872e-01	-6.783483e-06
5.216454610301043e-08	3.724107e-06	1.499931e-01	-1.499686e-06
5.217832833663291e-08	6.401711e-07	1.499955e-01	3.681832e-06
5.219515952164588e-08	-3.218231e-06	1.499967e-01	7.256545e-06
5.221327550300470e-08	-5.077512e-06	1.499996e-01	6.653920e-06
5.222931361322794e-08	-3.658340e-06	1.500048e-01	3.194672e-06
5.225084743549641e-08	8.553930e-07	1.500125e-01	-1.498660e-06
5.227146936074791e-08	4.523757e-06	1.500152e-01	-2.796839e-06
5.228682724997557e-08	4.995162e-06	1.500112e-01	-1.043350e-06
5.230240303146534e-08	3.036168e-06	1.500018e-01	1.793505e-06
5.231879013119152e-08	6.365237e-08	1.499911e-01	3.323183e-06
5.234040530211275e-08	-2.886622e-06	1.499810e-01	2.146970e-06
5.235074195082490e-08	-3.158766e-06	1.499798e-01	3.136378e-07
5.236084916967877e-08	-2.291455e-06	1.499823e-01	-1.906941e-06
5.237474854703741e-08	-3.482389e-07	1.499887e-01	-4.130079e-06
5.238778526490040e-08	1.258681e-06	1.499955e-01	-4.468815e-06
5.240692725825098e-08	2.283064e-06	1.500036e-01	-2.230322e-06
5.241846594275332e-08	1.803631e-06	1.500062e-01	1.191696e-07
5.243135690838071e-08	3.410683e-07	1.500064e-01	2.695394e-06
5.244840587796214e-08	-1.577442e-06	1.500050e-01	4.352049e-06
5.246611250013184e-08	-2.197980e-06	1.500039e-01	3.521466e-06
5.249264104643409e-08	-5.722378e-07	1.500042e-01	1.403910e-07
5.252128488664689e-08	2.048507e-06	1.500043e-01	-2.260359e-06
5.253974535729470e-08	2.622266e-06	1.500021e-01	-1.719945e-06
5.255634475515566e-08	1.579111e-06	1.499980e-01	-5.721830e-08
5.257765619598024e-08	-6.316918e-07	1.499927e-01	1.459641e-06
5.259541482475872e-08	-1.947369e-06	1.499908e-01	1.275689e-06
5.260887843143680e-08	-1.988431e-06	1.499922e-01	1.774170e-07
5.262364283730303e-08	-1.084531e-06	1.499963e-01	-1.193954e-06
5.264046717302193e-08	2.253230e-07	1.500015e-01	-1.820568e-06
5.266200079294377e-08	1.271720e-06	1.500064e-01	-9.435029e-07
5.267521826895262e-08	1.161652e-06	1.500073e-01	3.189733e-07
5.268966994237226e-08	3.713665e-07	1.500060e-01	1.664847e-06
5.270849861339891e-08	-6.677849e-07	1.500032e-01	2.231190e-06
5.272924204500730e-08	-9.682718e-07	1.500008e-01	1.251314e-06
5.275079124303498e-08	-2.277157e-07	1.500001e-01	-4.660260e-07
5.277705078777078e-08	8.813716e-07	1.500001e-01	-1.486386e-06
5.280428832193597e-08	8.620076e-07	1.499993e-01	-7.866993e-07
5.284283771452138e-08	-4.819191e-07	1.499980e-01	6.442091e-07
5.287477300292820e-08	-9.664946e-07	1.499993e-01	3.960466e-07
5.289744375066073e-08	-3.412316e-07	1.500019e-01	-3.788584e-07
5.292474521444848e-08	7.096274e-07	1.500047e-01	-6.064011e-07
5.294392872859999e-08	8.374384e-07	1.500045e-01	2.468771e-08
5.296234631968771e-08	3.277849e-07	1.500026e-01	7.615716e-07
5.298520643397647e-08	-3.339748e-07	1.499999e-01	8.492791e-07
5.301346265764017e-08	-3.993435e-07	1.499985e-01	-1.132739e-07
5.303604846896487e-08	7.120510e-08	1.499991e-01	-8.465908e-07
5.306379632380219e-08	4.586859e-07	1.500004e-01	-7.140363e-07
5.309357374493271e-08	1.340615e-07	1.500007e-01	1.309312e-07
5.313228802259386e-08	-3.918556e-07	1.500008e-01	5.253173e-07
5.317248209543300e-08	-1.691092e-07	1.500015e-01	4.799609e-08
5.323020582737600e-08	3.855073e-07	1.500014e-01	-1.492657e-07
5.326161288307852e-08	1.499920e-07	1.500003e-01	1.404518e-07
5.330644611834569e-08	-3.470256e-07	1.499993e-01	7.950720e-08
5.333480156651552e-08	-1.493892e-07	1.500002e-01	-2.929873e-07
5.336733184530285e-08	2.308673e-07	1.500017e-01	-2.887196e-07
5.340069192873346e-08	1.155745e-07	1.500017e-01	2.457137e-07
5.343178638934115e-08	-1.849769e-07	1.500009e-01	4.187453e-07
5.346612091353797e-08	-1.284800e-07	1.500005e-01	-2.063014e-08
5.350292704721759e-08	1.602382e-07	1.500007e-01	-3.179332e-07
5.354654552525243e-08	1.362924e-07	1.500007e-01	-9.464567e-08
5.362083787019320e-08	-1.134001e-07	1.500007e-01	7.693019e-08
5.368284072812681e-08	4.522263e-08	1.500012e-01	-8.389613e-08
5.374703487347929e-08	5.942723e-08	1.500008e-01	5.930469e-08
5.379709396992646e-08	-1.070822e-07	1.500002e-01	9.520647e-08
5.385092811090329e-08	-9.134112e-09	1.500007e-01	-1.205183e-07
5.390306906517338e-08	8.717437e-08	1.500011e-01	-2.087867e-08
5.395597593633358e-08	-5.082222e-08	1.500008e-01	1.415207e-07
5.401126960593547e-08	-3.265159e-08	1.500006e-01	-4.211110e-08
5.407007009325789e-08	7.230793e-08	1.500008e-01	-8.851286e-08
5.413291996335952e-08	1.521901e-08	1.500008e-01	4.524491e-08
5.425861970356278e-08	-1.085319e-08	1.500008e-01	-5.413931e-10
5.440510407856278e-08	1.022677e-08	1.500008e-01	-8.483294e-10
5.455158845356278e-08	-1.542131e-08	1.500008e-01	5.452592e-09
5.469381911982903e-08	1.842122e-08	1.500008e-01	-9.062873e-09
5.482566154030666e-08	-8.379646e-09	1.500007e-01	1.634192e-08
5.497214591530666e-08	3.617871e-09	1.500008e-01	-1.371793e-08
5.511863029030665e-08	-5.799654e-09	1.500008e-01	2.161240e-08
5.524010371023172e-08	-1.270217e-08	1.500007e-01	-6.086644e-09
5.536423514592705e-08	1.458340e-08	1.500008e-01	-3.483005e-09
5.548378865979960e-08	-1.007066e-08	1.500008e-01	2.408640e-08
5.563027303479959e-08	7.332160e-09	1.500008e-01	-1.649951e-08
5.577675740979959e-08	-3.285258e-09	1.500008e-01	1.471124e-08
5.592324178479959e-08	-1.696186e-09	1.500008e-01	-8.604326e-09
5.606972615979959e-08	6.563713e-09	1.500008e-01	6.038849e-10
5.621621053479958e-08	-9.944257e-09	1.500008e-01	6.552463e-09
5.636269490979958e-08	1.069156e-08	1.500008e-01	-1.098507e-08
5.650917928479958e-08	-8.462761e-09	1.500008e-01	1.214369e-08
5.665566365979957e-08	3.947407e-09	1.500008e-01	-1.052309e-08
5.680214803479957e-08	1.398953e-09	1.500008e-01	7.033812e-09
5.694863240979957e-08	-5.958568e-09	1.500008e-01	-2.530492e-09
5.709511678479956e-08	8.555844e-09	1.500008e-01	-2.269188e-09
5.724160115979956e-08	-8.774357e-09	1.500008e-01	6.612072e-09
5.738808553479956e-08	6.908049e-09	1.500008e-01	-9.604440e-09
5.753456990979955e-08	-3.678831e-09	1.500008e-01	1.038822e-08
5.768105428479955e-08	-6.764944e-11	1.500008e-01	-8.537659e-09
5.782753865979955e-08	3.547845e-09	1.500008e-01	4.401389e-09
5.797402303479955e-08	-6.105119e-09	1.500008e-01	8.810196e-10
5.812050740979954e-08	7.241949e-09	1.500008e-01	-5.753446e-09
5.826699178479954e-08	-6.696011e-09	1.500008e-01	8.826801e-09
5.841347615979954e-08	4.552013e-09	1.500008e-01	-9.370936e-09
5.855996053479953e-08	-1.304325e-09	1.500008e-01	7.489261e-09
5.870644490979953e-08	-2.217391e-09	1.500008e-01	-3.948144e-09
5.885292928479953e-08	5.074548e-09	1.500008e-01	-1.879172e-10
5.899941365979952e-08	-6.517512e-09	1.500008e-01	3.908805e-09
5.914589803479952e-08	6.225109e-09	1.500008e-01	-6.467896e-09
5.929238240979952e-08	-4.383244e-09	1.500008e-01	7.442978e-09
5.943886678479951e-08	1.582980e-09	1.500008e-01	-6.726010e-09
5.958535115979951e-08	1.397828e-09	1.500008e-01	4.512845e-09
5.973183553479951e-08	-3.828450e-09	1.500008e-01	-1.298496e-09
5.987831990979951e-08	5.194333e-09	1.500008e-01	-2.172333e-09
6.002480428479952e-08	-5.273133e-09	1.500008e-01	5.047958e-09
6.017128865979952e-08	4.134685e-09	1.500008e-01	-6.594998e-09
6.031777303479952e-08	-2.096134e-09	1.500008e-01	6.428030e-09
6.046425740979953e-08	-3.489516e-10	1.500008e-01	-4.640550e-09
6.061074178479953e-08	2.626009e-09	1.500008e-01	1.772938e-09
6.075722615979953e-08	-4.199522e-09	1.500008e-01	1.370350e-09
6.090371053479954e-08	4.701510e-09	1.500008e-01	-3.974741e-09
6.105019490979954e-08	-4.032480e-09	1.500008e-01	5.440631e-09
6.119667928479954e-08	2.394815e-09	1.500008e-01	-5.509811e-09
6.134316365979955e-08	-2.379013e-10	1.500008e-01	4.278158e-09
6.148964803479955e-08	-1.871259e-09	1.500008e-01	-2.123565e-09
6.163613240979956e-08	3.408153e-09	1.500008e-01	-4.074099e-10
6.178261678479956e-08	-4.027791e-09	1.500008e-01	2.722400e-09
6.192910115979956e-08	3.638605e-09	1.500008e-01	-4.301017e-09
6.207558553479957e-08	-2.400828e-09	1.500008e-01	4.799722e-09
6.222206990979957e-08	6.628220e-10	1.500008e-01	-4.129327e-09
6.236855428479957e-08	1.137039e-09	1.500008e-01	2.482444e-09
6.251503865979958e-08	-2.575310e-09	1.500008e-01	-2.917142e-10
6.266152303479958e-08	3.334541e-09	1.500008e-01	-1.880393e-09
6.280800740979958e-08	-3.267026e-09	1.500008e-01	3.492327e-09
6.295449178479959e-08	2.422056e-09	1.500008e-01	-4.168033e-09
6.310097615979959e-08	-1.030783e-09	1.500008e-01	3.789363e-09
6.324746053479959e-08	-5.508780e-10	1.500008e-01	-2.510477e-09
6.339394490979960e-08	1.930827e-09	1.500008e-01	6.974277e-10
6.354042928479960e-08	-2.779519e-09	1.500008e-01	1.180728e-09
6.368691365979960e-08	2.911963e-09	1.500008e-01	-2.673280e-09
6.383339803479961e-08	-2.329610e-09	1.500008e-01	3.450602e-09
6.397988240979961e-08	1.211197e-09	1.500008e-01	-3.369044e-09
6.412636678479962e-08	1.423494e-10	1.500008e-01	2.490697e-09
6.427285115979962e-08	-1.390467e-09	1.500008e-01	-1.059134e-09
6.441933553479962e-08	2.238776e-09	1.500008e-01	-5.624183e-10
6.456581990979963e-08	-2.506367e-09	1.500008e-01	1.978303e-09
6.471230428479963e-08	2.160664e-09	1.500008e-01	-2.855138e-09
6.485878865979963e-08	-1.315550e-09	1.500008e-01	3.001703e-09
6.500527303479964e-08	1.966574e-10	1.500008e-01	-2.412965e-09
6.515175740979964e-08	9.164968e-10	1.500008e-01	1.265664e-09
6.529824178479964e-08	-1.758029e-09	1.500008e-01	1.332449e-10
6.544472615979965e-08	2.137929e-09	1.500008e-01	-1.429947e-09
6.559121053479965e-08	-1.984854e-09	1.500008e-01	2.314687e-09
6.573769490979965e-08	1.359371e-09	1.500008e-01	-2.595552e-09
6.588417928479966e-08	-4.344359e-10	1.500008e-01	2.237607e-09
6.603066365979966e-08	-5.515155e-10	1.500008e-01	-1.360974e-09
6.617714803479967e-08	1.356226e-09	1.500008e-01	2.024136e-10
6.632363240979967e-08	-1.793511e-09	1.500008e-01	9.473021e-10
6.647011678479967e-08	1.776075e-09	1.500008e-01	-1.814326e-09
6.661660115979968e-08	-1.331386e-09	1.500008e-01	2.204919e-09
6.676308553479968e-08	5.885002e-10	1.500008e-01	-2.047443e-09
6.690956990979968e-08	2.587973e-10	1.500008e-01	1.404445e-09
6.705605428479969e-08	-1.001941e-09	1.500008e-01	-4.526467e-10
6.720253865979969e-08	1.467970e-09	1.500008e-01	-5.640188e-10
6.734902303479969e-08	-1.558706e-09	1.500008e-01	1.396400e-09
6.749550740979970e-08	1.270375e-09	1.500008e-01	-1.851357e-09
6.764199178479970e-08	-6.901312e-10	1.500008e-01	1.836722e-09
6.778847615979970e-08	-2.877770e-11	1.500008e-01	-1.379082e-09
6.793496053479971e-08	7.066506e-10	1.500008e-01	6.112546e-10
6.808144490979971e-08	-1.181816e-09	1.500008e-01	2.657368e-10
6.822792928479972e-08	1.349035e-09	1.500008e-01	-1.035067e-09
6.837441365979972e-08	-1.182552e-09	1.500008e-01	1.517160e-09
6.852089803479972e-08	7.387075e-10	1.500008e-01	-1.610637e-09
6.866738240979973e-08	-1.382774e-10	1.500008e-01	1.312308e-09
6.881386678479973e-08	-4.660583e-10	1.500008e-01	-7.129051e-10
6.896035115979973e-08	9.283403e-10	1.500008e-01	-2.914047e-11
6.910683553479974e-08	-1.144236e-09	1.500008e-01	7.286614e-10
6.925331990979974e-08	1.073998e-09	1.500008e-01	-1.219291e-09
6.939980428479974e-08	-7.486565e-10	1.500008e-01	1.392606e-09
6.954628865979975e-08	2.589743e-10	1.500008e-01	-1.221740e-09
6.969277303479975e-08	2.692780e-10	1.500008e-01	7.642664e-10
6.983925740979975e-08	-7.071562e-10	1.500008e-01	-1.444107e-10
6.998574178479976e-08	9.536065e-10	1.500008e-01	-4.802283e-10
7.013222615979976e-08	-9.584287e-10	1.500008e-01	9.585510e-10
7.027871053479977e-08	7.320026e-10	1.500008e-01	-1.182285e-09
7.042519490979977e-08	-3.399869e-10	1.500008e-01	1.110032e-09
7.057167928479977e-08	-1.150987e-10	1.500008e-01	-7.738455e-10
7.071816365979978e-08	5.203962e-10	1.500008e-01	2.677339e-10
7.086464803479978e-08	-7.805079e-10	1.500008e-01	2.781066e-10
7.101113240979978e-08	8.397378e-10	1.500008e-01	-7.303746e-10
7.115761678479979e-08	-6.936122e-10	1.500008e-01	9.847929e-10
7.130410115979979e-08	3.874271e-10	1.500008e-01	-9.897019e-10
7.145058553479979e-08	-2.828959e-12	1.500008e-01	7.559415e-10
7.159706990979980e-08	-3.636734e-10	1.500008e-01	-3.512870e-10
7.174355428479980e-08	6.246861e-10	1.500008e-01	-1.185284e-10
7.189003865979980e-08	-7.224961e-10	1.500008e-01	5.370828e-10
7.218300740979981e-08	-4.098506e-10	1.500008e-01	8.672814e-10
7.232949178479982e-08	9.067624e-11	1.500008e-01	-7.165406e-10
7.247597615979982e-08	2.348932e-10	1.500008e-01	4.003443e-10
7.262246053479982e-08	-4.880732e-10	1.500008e-01	-3.037959e-12
7.276894490979983e-08	6.113205e-10	1.500008e-01	-3.756070e-10
7.306191365979983e-08	4.124042e-10	1.500008e-01	-7.461991e-10
7.320839803479984e-08	-1.523802e-10	1.500008e-01	6.624312e-10
7.335488240979984e-08	-1.317266e-10	1.500008e-01	-4.231241e-10
7.350136678479984e-08	3.702355e-10	1.500008e-01	9.349926e-11
7.364785115979985e-08	-5.078686e-10	1.500008e-01	2.426432e-10
7.408730428479986e-08	1.929055e-10	1.500008e-01	-6.000471e-10
7.423378865979986e-08	5.060245e-11	1.500008e-01	4.257588e-10
7.438027303479986e-08	-2.700643e-10	1.500008e-01	-1.572815e-10
7.452675740979987e-08	4.137620e-10	1.500008e-01	-1.360683e-10
7.511269490979988e-08	1.124048e-11	1.500008e-01	-4.129349e-10
7.525917928479989e-08	-3.757056e-10	1.500008e-01	1.208064e-09
7.535351562500000e-08	-9.340433e-10	1.500008e-01	1.184169e-09
7.550000000000001e-08	6.205297e-09	1.500008e-01	-5.427681e-09
7.550351948305437e-08	-1.254597e-07	1.500008e-01	-3.862811e-09
7.551055844916309e-08	-2.030370e-06	1.500006e-01	2.292792e-08
7.552463638138051e-08	-1.284247e-05	1.499994e-01	2.046475e-07
7.553160263900315e-08	-2.562870e-05	1.499972e-01	5.317333e-07
7.554083938158305e-08	-5.549848e-05	1.499901e-01	1.586481e-06
7.554685096784330e-08	-8.307248e-05	1.499807e-01	2.991232e-06
7.555277101443444e-08	-1.176552e-04	1.499634e-01	5.568319e-06
7.555945843819265e-08	-1.625421e-04	1.499297e-01	1.056715e-05
7.556674668549372e-08	-2.152891e-04	1.498676e-01	1.963273e-05
7.557495156838146e-08	-2.760059e-04	1.497530e-01	3.604064e-05
7.558418145918934e-08	-3.435648e-04	1.495478e-01	6.445975e-05
7.559491583033808e-08	-4.218666e-04	1.491830e-01	1.126485e-04
7.560763431049030e-08	-5.183935e-04	1.485561e-01	1.901888e-04
7.562345592389649e-08	-6.441568e-04	1.475046e-01	3.093934e-04
7.564454783858670e-08	-7.989862e-04	1.458181e-01	4.844365e-04
7.567086218917585e-08	-9.290976e-04	1.436204e-01	7.044946e-04
7.570198990506585e-08	-9.781693e-04	1.411771e-01	9.635044e-04
7.573385855580602e-08	-9.442067e-04	1.387535e-01	1.225220e-03
7.576379031766571e-08	-8.747095e-04	1.360908e-01	1.413484e-03
7.580071217451538e-08	-7.748599e-04	1.317712e-01	1.461408e-03
7.583982203790501e-08	-6.739396e-04	1.259456e-01	1.276227e-03
7.587153049764335e-08	-6.293170e-04	1.203017e-01	1.005525e-03
7.590226758243496e-08	-6.586247e-04	1.141494e-01	7.243467e-04
7.592853391739836e-08	-7.441102e-04	1.085361e-01	5.016836e-04
7.595920368024984e-08	-8.702924e-04	1.018064e-01	2.491855e-04
7.597186708194326e-08	-9.159239e-04	9.902032e-02	1.434639e-04
7.597467319661316e-08	-9.236800e-04	9.840442e-02	1.200823e-04
7.598028542595297e-08	-9.361144e-04	9.717271e-02	7.469407e-05
7.598877554132038e-08	-9.522442e-04	9.530012e-02	9.937553e-06
7.600000000000001e-08	-9.712840e-04	9.280851e-02	-7.037011e-05
7.600336733760388e-08	-9.766958e-04	9.204829e-02	-9.143508e-05
7.600785712107574e-08	-9.840424e-04	9.102252e-02	-1.177096e-04
7.601683668801944e-08	-9.961093e-04	8.892062e-02	-1.656787e-04
7.603479582190683e-08	-9.965776e-04	8.455280e-02	-2.596942e-04
7.606168037416671e-08	-9.324999e-04	7.782005e-02	-4.356598e-04
7.609283658167149e-08	-7.874997e-04	7.016916e-02	-7.321872e-04
7.612497457823451e-08	-6.081361e-04	6.290040e-02	-1.133243e-03
7.615066967794179e-08	-4.876074e-04	5.766931e-02	-1.469785e-03
7.618484528854967e-08	-4.176144e-04	5.102371e-02	-1.865839e-03
7.621613157330092e-08	-4.624032e-04	4.477352e-02	-2.182203e-03
7.624910054165400e-08	-5.739662e-04	3.814231e-02	-2.480613e-03
7.628657565401523e-08	-6.946668e-04	3.124646e-02	-2.690111e-03
7.633422038671111e-08	-8.280639e-04	2.398292e-02	-2.638745e-03
7.638428277226679e-08	-9.163792e-04	1.805343e-02	-2.300827e-03
7.643174596969348e-08	-8.740263e-04	1.378193e-02	-1.906940e-03
7.646881703955386e-08	-7.480212e-04	1.111046e-02	-1.624245e-03
7.650227535641772e-08	-6.308063e-04	8.932965e-03	-1.379389e-03
7.653681210064866e-08	-5.577700e-04	6.805304e-03	-1.147725e-03
7.656610946331110e-08	-5.103513e-04	5.310673e-03	-9.973119e-04
7.659765674587469e-08	-4.384578e-04	4.238567e-03	-8.617648e-04
7.663004348020196e-08	-3.562664e-04	3.583002e-03	-6.966990e-04
7.665971315377017e-08	-3.047533e-04	3.124592e-03	-5.258241e-04
7.668942773843964e-08	-2.715124e-04	2.633766e-03	-3.880639e-04
7.671195213968231e-08	-2.353203e-04	2.244938e-03	-3.375717e-04
7.673566055535472e-08	-1.802173e-04	1.871398e-03	-3.222228e-04
7.676043504852360e-08	-1.247512e-04	1.526975e-03	-3.030773e-04
7.677671060693061e-08	-1.036913e-04	1.312958e-03	-2.738618e-04
7.679240961661138e-08	-1.018877e-04	1.110237e-03	-2.336753e-04
7.680982019014505e-08	-1.123996e-04	9.016444e-04	-1.907653e-04
7.682375801255112e-08	-1.213401e-04	7.690250e-04	-1.667307e-04
7.683797215099323e-08	-1.218042e-04	6.893193e-04	-1.551499e-04
7.685528777442105e-08	-1.072504e-04	6.643088e-04	-1.496277e-04
7.687350782713191e-08	-8.109353e-05	6.918061e-04	-1.408847e-04
7.688892483750872e-08	-5.867660e-05	7.271664e-04	-1.235018e-04
